# Geodesic distances between Norwegian cities. City names can be found in 'city-names.csv'
226.12 150.08 215.17 345.30 356.86 292.06 1247.57 337.69 679.74 1172.59 353.53 67.25 279.17 304.89 607.43 1078.85 888.44 1153.24 980.68 0.00 54.22 246.43 650.38 1439.51 1639.29 384.84 345.62 1625.81 209.21 1506.78 1305.61 522.19 108.90 312.33
186.81 189.42 254.51 337.00 364.04 272.50 1283.89 346.04 716.13 1209.65 399.42 13.87 270.10 288.67 640.00 1117.20 923.02 1188.53 1017.24 54.22 0.00 225.37 684.77 1472.53 1667.96 427.91 359.63 1653.33 161.47 1540.96 1341.73 555.43 159.26 305.23
94.80 237.21 267.80 126.42 197.76 47.24 1185.64 188.13 635.74 1116.51 410.49 227.19 70.37 66.14 544.91 1032.99 824.23 1086.75 925.82 246.43 225.37 0.00 595.81 1355.62 1530.48 415.47 220.66 1511.44 147.48 1428.75 1241.54 470.88 273.32 102.70
684.64 500.46 436.08 508.20 407.93 583.09 599.85 411.59 45.02 526.88 332.54 697.22 529.88 562.79 51.85 438.70 238.27 503.81 334.27 650.38 684.77 595.81 0.00 789.27 995.56 287.50 375.94 985.44 726.51 856.49 657.43 129.87 554.47 509.26
1449.49 1289.69 1225.34 1245.26 1157.91 1331.52 218.19 1168.02 762.60 294.02 1110.78 1484.65 1285.59 1308.48 832.58 393.92 551.98 293.67 468.39 1439.51 1472.53 1355.62 789.27 0.00 248.04 1069.08 1138.82 262.14 1497.25 79.03 167.24 917.49 1343.17 1257.27
1625.26 1491.09 1428.34 1413.02 1333.88 1501.47 463.32 1346.33 974.73 536.23 1325.25 1679.36 1460.14 1477.83 1033.91 633.82 765.63 526.17 694.98 1639.29 1667.96 1530.48 995.56 248.04 0.00 1281.61 1320.89 42.74 1675.94 235.35 414.99 1119.30 1548.33 1429.15
484.04 238.77 174.89 385.45 296.05 424.80 869.62 284.76 307.32 793.36 46.47 441.45 369.34 413.00 257.12 697.48 517.97 778.15 603.50 384.84 427.91 415.47 287.50 1069.08 1281.61 0.00 249.63 1272.36 511.41 1132.93 927.90 178.90 279.95 367.76
312.15 226.61 195.84 143.33 46.43 207.90 965.52 38.60 416.80 895.99 266.79 368.99 153.95 188.85 324.72 812.39 603.71 866.85 705.17 345.62 359.63 220.66 375.94 1138.82 1320.89 249.63 0.00 1303.83 358.47 1211.02 1021.68 253.94 292.87 135.97
1606.24 1478.29 1416.09 1392.79 1315.49 1481.49 471.64 1328.40 966.34 542.00 1316.50 1664.53 1441.16 1457.78 1022.32 637.58 758.80 527.66 692.73 1625.81 1653.33 1511.44 985.44 262.14 42.74 1272.36 1303.83 0.00 1657.44 261.24 426.59 1107.53 1536.44 1409.70
55.68 287.76 341.58 272.68 342.06 185.54 1322.42 330.06 764.05 1251.67 494.86 153.94 216.90 208.75 676.94 1165.20 959.76 1224.19 1059.74 209.21 161.47 147.48 726.51 1497.25 1675.94 511.41 358.47 1657.44 0.00 1569.48 1378.98 598.21 290.25 250.18
1522.33 1356.76 1292.06 1319.73 1231.20 1405.52 267.84 1240.88 827.93 345.73 1173.73 1553.25 1358.90 1382.60 901.13 446.11 618.33 354.79 529.73 1506.78 1540.96 1428.75 856.49 79.03 235.35 1132.93 1211.02 261.24 1569.48 0.00 210.78 985.54 1408.95 1331.08
1333.82 1155.57 1090.47 1138.01 1045.38 1221.51 58.30 1053.49 625.91 135.72 967.65 1354.32 1172.54 1199.18 704.34 235.65 420.00 154.83 325.00 1305.61 1341.73 1241.54 657.43 167.24 414.99 927.90 1021.68 426.59 1378.98 210.78 0.00 787.25 1205.76 1146.64
557.75 372.71 309.19 392.61 290.72 461.75 729.71 291.33 165.85 656.68 225.33 567.77 407.08 442.72 85.45 567.64 367.75 633.48 464.04 522.19 555.43 470.88 129.87 917.49 1119.30 178.90 253.94 1107.53 598.21 985.54 787.25 0.00 429.04 389.57
289.34 66.64 120.89 337.38 317.02 311.07 1147.56 296.88 581.02 1071.86 246.12 173.09 278.92 316.14 514.42 976.83 791.22 1054.54 880.82 108.90 159.26 273.32 554.47 1343.17 1548.33 279.95 292.87 1536.44 290.25 1408.95 1205.76 429.04 0.00 304.74
197.04 250.42 255.47 33.29 101.96 74.90 1091.34 98.26 551.06 1023.64 373.91 310.24 35.93 53.53 457.61 942.75 731.81 992.07 834.47 312.33 305.23 102.70 509.26 1257.27 1429.15 367.76 135.97 1409.70 250.18 1331.08 1146.64 389.57 304.74 0.00
